X1;X2;X3;X4;X5;X6;Y
264000;49500;0;11789.82;216100.08;0;0
325600;11550;0;3332.57;60151.61;0;0
247500;208538;0;0.17;4.44;32;0
385000;33000;33000;17003.06;356338.62;0;0
698500;55000;58000;186950.98;2997764.34;0;1
269500;0;0;6752.76;79015.6;0;1
434500;0;0;12035.67;166905.57;0;1
313500;105600;0;6564;65846.23;22;0
374000;136496;193969;35562.19;495143.89;150;0
71500;48235;46860;12956.59;125553.58;1;0
115500;114428;0;1683.36;11232.99;48;0
409384;43484;0;14803.48;197111.89;6;0
137500;11000;16000;18734.63;358386.3;0;0
137500;36602;35860;7521.13;65305.98;3;0
104892;50957;0;24163.52;130478.68;2;0
126892;140331;149757;6916.17;48427.94;153;0
308392;81224;0;17134.71;215215.36;12;0
214500;60500;73000;12682.28;104082.74;0;0
374000;66888;0;7143.34;120661.92;7;0
285998;11000;0;19453.53;211865.54;0;0
451000;35860;62310;229351.38;802362.36;0;0
346500;0;0;9782.64;212501.86;0;0
467500;27500;30500;13807.91;232531.78;0;0
346500;27500;30500;5979.3;77108.33;0;0
335500;27500;0;5138.79;97574.37;0;0
82500;0;0;34.46;605.84;0;0
71500;106077;0;7812.06;141335.01;11;0
71498;107800;107800;14762.33;22866.41;8;0
476300;66000;66000;33580.9;388010.22;0;0
1320000;156200;0;10002.11;152480.5;24;0
385000;152477;208043;3913.73;52543.19;9;0
275000;0;0;11483.35;96578.87;0;0
5500;36746;47681;0.04;12.21;2;1
5500;46179;43577;9.02;25.44;7;1
412500;27500;12420;12024.96;177753.56;0;0
622601;22000;24920;5470.92;97238.64;0;0
346500;0;0;8705.12;116402.18;0;1
346500;0;0;25626.39;217428.03;0;1
429000;49500;0;7806.47;66249.99;0;0
82500;0;0;1307.77;28237.7;0;1
137500;0;0;11296.33;121650.67;0;0
137500;11000;11000;4429.5;53221.69;0;0
361900;114979;0;7267.73;112289.23;53;0
506000;60626;63710;20918.23;274236.76;9;0
5500;70558;126390;1812.37;52542.18;54;0
539000;66000;69000;21131.66;113131.91;0;0
269500;0;0;8745.29;156385.79;0;0
280500;96534;0;33899.91;169911.9;84;0
508933;60500;63500;12543.94;129638.14;2;0
247500;56101;0;3998.89;14903.15;2;0
764500;68860;0;589.97;3426.55;0;0
5500;104500;0;2693.4;24555.72;0;1
132000;134577;65469;5509.14;44211.89;24;0
434500;55000;58000;23493.79;385025.02;0;0
261800;66000;80900;1171.45;16356.53;0;1
71498;46860;46860;1303;786.89;0;0
214500;0;0;3884.5;66317.32;0;0
71498;0;0;26778.86;189879.99;0;0
137500;50914;0;5687.28;72949.06;5;0
539000;173800;180125;25570.34;331617.69;49;0
478500;55000;58000;11019.85;155863.18;0;0
0;0;0;0;0;0;1
368500;27500;30500;31656.46;536380.81;0;0
335500;27500;30500;7686.72;134109.45;0;0
412500;27500;5324;170312.51;147358.9;69;0
423500;27500;28515;29294.64;376281.96;0;0
253000;165756;176933;18884.64;142944.74;137;0
412500;27500;15808;29322.96;412432.67;0;1
346500;0;0;9782.01;185012.38;0;0
362818;15584;0;4129.83;52103.2;0;0
385000;55000;55000;5102.3;36842.42;0;0
335500;55000;0;17936.07;173069.32;0;1
368500;0;0;7685.15;116181.8;0;0
341000;22000;0;25986.35;214395.58;0;0
297367;75186;70650;17740.17;126629.11;48;0
115500;0;0;3969.15;46553.31;0;0
108898;51046;58413;5507.16;38833.89;23;1
137500;49885;46666;11127.58;159386.85;24;0
478500;51530;0;18021.69;194474.01;9;0
214500;58491;0;9225.34;68210.37;36;0
385000;58850;59543;14326.76;179953.82;59;0
275000;55000;0;15645.99;131699.8;0;0
137500;107800;107800;5228.3;62456.32;4;0
275000;94160;94160;0.25;11.42;4;0
269500;62755;75788;11144.94;189792.21;28;0
247500;165458;189420;5383.04;61651.25;10;0
506000;149964;135822;4651.49;14942.58;22;0
385917;36667;55000;1436.83;7610.99;0;1
385000;107844;0;14441.61;181148.28;40;0
283800;61854;0;9303.08;79373.59;4;0
231000;11000;0;3468.88;54451.79;0;1
445500;62425;0;7806.04;101930.13;5;0
115500;60500;60500;29944.28;107275.3;0;0
225500;56139;0;8960.44;54082.87;2;0
440000;162800;167725;26952.68;513643.62;14;0
308000;33000;36000;23549.25;192589.57;0;1
330000;0;0;16460.01;190625.82;0;0
264000;49500;49500;11840.9;92677.56;0;0
346500;0;0;39792.2;300778.29;0;0
368500;0;0;7811.07;155182.74;0;1
335500;27500;30500;9926.77;102712.57;0;0
264000;389791;0;23434.3;207797.14;252;0
289667;18151;0;20447.52;55353.88;0;1
269500;55338;0;4659.51;52474.82;11;0
2018500;55000;130122;77176.25;575502.19;0;0
335500;35860;0;4652.5;48969.17;0;0
275000;0;24290;4593.69;148111.93;0;0
214500;131774;152950;2723.35;29036.79;12;0
214500;5500;5500;1498.76;18055.16;0;0
506000;85742;108449;1972.96;27525.21;42;0
361048;151800;175111;97584.3;224053.41;5;0
165000;82500;0;19664.32;221155.24;11;0
344300;22000;22000;6934.03;76405.95;2;1
528000;55000;108000;22472.63;146853.35;2;0
478500;55000;58000;2658.66;26926.19;0;0
275000;0;0;35419.68;620345.47;0;0
451000;55000;0;11852.83;131265.87;0;0
264000;0;0;18188.81;169351.05;0;1
71500;121156;0;10711.27;53287.83;24;0
355298;0;0;23405.45;308625.27;0;0
599500;208868;151800;3856.46;42158.45;12;0
371800;0;0;5777.02;85628.37;0;1
522500;55000;63314;5075.83;40661.4;15;0
547800;151800;0;10532.12;103690.56;17;0
269500;60500;0;7579.53;88804.96;0;0
71500;36671;41602;10200.46;78058.52;3;0
690800;162800;162800;22662.09;354201.44;0;0
5500;95382;0;3354.89;33510.44;23;0
0;49921;45795;0.5;4.41;21;1
478500;55000;106122;21260.8;317527.2;0;0
360948;46860;0;5818.54;87632.56;0;0
302500;260353;263342;16257.91;140192.04;469;0
291500;35860;0;56282.27;231011.34;0;0
583000;55000;85656;24466.54;123804.52;0;0
357500;56424;58000;2571.33;53296.92;9;0
500500;68412;72314;3236.01;9415.96;25;0
214500;55000;55000;17703.59;171669.37;2;0
137500;83050;0;5974.6;46547.15;35;0
137500;36810;40860;6976.8;65575.28;1;0
115500;108579;0;7610.36;117188.29;41;0
269500;63207;60500;14376.88;75114.94;7;1
137500;66118;61418;4433.23;47577.8;41;0
522500;151800;0;32273.11;275172.63;6;0
484000;55000;58000;6675.98;61729.7;5;0
456684;55000;0;3384.18;43510.88;0;0
533500;66000;69000;4536.9;90336.85;0;0
286000;64562;66968;3550.55;72330.6;8;0
236500;35860;0;6315.76;67609.56;0;0
214500;35860;0;2859.16;25962.92;0;0
528000;55677;58223;9176.91;196033.76;5;0
165000;35860;37592;6581.45;51747.15;0;0
550000;53061;56168;20339.1;273972.7;29;0
269500;159668;160300;16053.75;64835.01;1;1
214500;61325;0;8659.35;36415.93;59;0
137500;129580;234300;10281.86;151804.51;1;0
269500;75898;92532;4238.34;53381.51;6;0
291500;55676;68626;18274.33;174793.41;11;0
296998;130138;131321;6849.65;95212.85;3;0
214500;36493;0;32254.91;422911.82;1;1
71500;58439;0;7388.45;95428.93;19;0
649000;32705;49368;30296.79;505698.44;16;0
269500;66275;70101;13545.04;95420.21;4;0
594000;55000;55000;12324.72;130454.68;0;0
476300;106456;96935;10752.79;141319.75;38;1
310566;60225;63800;13584.36;33226.72;7;0
137500;153571;155917;12052;125890.93;21;0
280500;126347;0;15778;115541.65;23;0
115500;68799;0;1443.44;15609.74;59;0
269500;11000;0;16335.1;155738.37;0;1
137500;55000;0;1.1;11.59;0;0
352000;19397;14356;19332.26;153758.94;13;0
269500;168300;191250;7773.03;95055.44;0;1
71498;45985;58394;2704.44;14722.19;17;0
225500;35860;0;10187.71;71325.22;0;0
396000;33000;33000;12098.13;181778.64;0;0
467500;55000;55000;6035.41;137233.22;0;0
302500;55000;55000;6275.02;86188.54;0;0
264000;70973;0;10082.05;59143.32;91;0
115500;46860;46860;7599.84;50713.7;0;0
77000;152120;0;1538.07;7928.09;50;0
390500;27500;46500;27161.81;459600.06;0;0
291500;55000;56925;6585.67;46310.77;4;0
137500;11000;11000;15408.87;48165.64;0;0
115500;45392;0;24893.37;48114.51;7;0
407000;4394;4991;26971.72;245005.42;3;1
121000;56015;56478;14213.06;120522.72;1;0
275000;0;0;9073;186085.85;0;0
346500;0;0;6511.97;96488.22;0;0
422400;66000;69000;2674.84;16263.97;0;0
374000;61873;81188;9058.91;41477.57;7;0
401500;27500;66500;13400.9;170686.11;0;1
5500;84975;66000;26.31;59.38;7;1
308000;33000;0;10560.41;144632.47;1;0
324500;33000;48500;3238.46;67344.35;0;0
215418;4584;0;1546.88;28877.35;0;1
387385;17417;0;18516.21;109709.63;0;0
401500;55000;58000;16125.35;343801.12;0;0
341000;0;0;66779.79;350513.1;0;0
159500;49500;59000;5376.22;60128.3;0;0
165000;77338;0;5130.88;49604.21;14;0
214500;35860;50860;11613.7;41000.56;0;0
214500;41360;44360;2462.5;22401.12;0;0
269500;0;0;7803.87;104903.93;0;1
346500;0;0;13423.28;185201.95;0;0
264000;51397;24569;8368.2;130846.46;4;0
214500;144120;0;10833.46;147930.83;1;0
819500;66000;66000;72733.64;766390.48;0;0
341000;22000;0;6120.9;99682.38;4;0
401500;22000;41250;1294.31;23635.7;0;0
337333;66000;66000;28591.49;440262.95;0;1
5500;60144;0;19.01;54.37;16;1
214500;77590;0;13791.64;90863.24;33;0
401500;55000;73000;11298.08;147212.01;0;0
286000;161505;131762;19483.37;340866.19;92;1
137500;51290;39978;3710.33;27980.55;6;0
203892;60500;0;11642.77;266667.09;0;0
115500;107868;114225;33202.59;196229.03;18;0
159500;55000;0;19942.21;110089.89;1;0
115500;262542;248788;9255.21;37237.26;27;0
308000;55000;0;5885.32;134001.79;0;0
82500;0;0;12019.6;136737.76;0;0
214500;62846;64483;5225.94;27249.52;2;0
385000;55000;58000;29859.4;407136.9;0;1
440000;68209;0;17964.91;130832.18;15;0
434500;55000;58000;24334.6;106355.59;0;0
459800;0;0;92469.95;151340.11;0;0
319000;55000;58000;16777.5;173739.24;0;0
280500;248600;251600;21989.24;216090.29;4;0
137500;11000;11000;10109.42;95919.45;0;0
115500;53427;100004;9872.93;58456.85;19;0
236500;106375;119203;5606.58;64659.45;8;1
373998;151800;151800;12628.07;123686.37;6;0
264000;49500;52500;3774.19;54088.61;0;1
165000;66352;58401;1059.06;13709.98;28;0
484000;129800;147650;15802.74;134325.81;11;1
253000;55338;58338;15147.99;223215.1;11;0
445500;55000;55000;17228.33;159759.02;0;0
451000;55000;76000;16818.72;195616.85;0;0
385000;55000;0;8828.43;91434.35;0;1
357500;173987;204947;20244.48;190273.1;65;0
269500;55000;58000;10061.6;84523.37;25;0
261800;66445;0;59.95;1293.71;41;0
225500;249540;0;3484.42;85807.36;40;0
324500;46860;49860;9576.27;127288.36;0;0
71500;35860;85143;5349.99;37029.16;0;0
203892;237978;246304;5877.06;41335.39;29;0
275000;0;0;5289.89;107026.56;0;0
298101;67015;82500;52017.17;520789.25;2;0
346500;0;0;6433.62;79025.46;0;0
5500;35860;40860;20.3;61.55;0;1
275000;49500;64250;19970.73;253445.45;1;0
60500;122003;151217;170.72;2418.85;26;0
299933;68200;66000;5611.3;53657.02;2;0
214500;60784;65172;7853.55;104708.89;1;0
363000;49500;0;16494.46;170226.35;0;0
264000;49500;52500;25566.68;264713.96;0;1
335500;27500;30500;14187.76;151941.87;0;1
648633;27500;44226;9673.01;125870.65;0;1
335500;27500;30500;17140.32;156074.74;0;1
523234;0;0;14255.38;154127.8;0;0
399667;42901;0;30247.99;261138.57;0;0
165000;0;0;399.92;9218.93;0;0
165000;0;0;708.94;4489.24;0;1
399667;42901;0;22395.74;176990.13;0;1
399483;0;0;18630.28;235144.01;0;0
114400;238618;261223;5852.82;59804.27;41;0
385000;248480;245543;25197.71;251225.37;147;0
319000;47261;48241;17551.97;214392.45;3;0
137500;0;0;5316.52;46729.81;0;0
456500;0;0;32472.93;431302.9;0;1
385000;46860;49860;38101.11;433939.36;0;0
5500;44176;49749;19.07;69.77;8;0
363000;0;0;15360.02;230366.65;0;0
566500;69850;0;11553.66;53962.15;0;0
357500;22000;25000;2285.08;37037.36;0;0
253000;0;0;80056.54;652985.69;0;0
407000;66000;109000;35544.11;420502.77;5;1
643500;66000;0;7092.44;96042.45;0;0
264000;49500;63750;22171.01;163704.24;0;1
478500;27500;27500;20727.16;356917.93;0;0
308000;65355;53508;4450.84;75247.14;8;0
5500;35860;35860;9.96;43.79;0;0
814000;49500;56559;36089.87;360841.78;1;0
368500;27500;0;3279.01;68288.89;0;0
335500;27500;44000;9306.33;93711.97;0;1
368500;47352;27500;12764.16;153534.26;5;0
214500;66668;0;25243.94;193736.12;2;0
236500;131725;0;11069.57;91792.02;8;0
335500;27500;0;37704.37;528041.14;0;0
275000;0;0;27465.27;371996.86;0;0
808500;159501;146671;23823.69;327475.75;65;0
385000;55000;91000;10982.47;213078.34;0;0
385000;55000;58000;14714.85;189974.13;0;0
302500;66000;69000;19283.73;280681.15;0;1
121000;73914;69314;2684.27;14995.21;27;0
285818;153940;0;11165.52;63537.37;8;0
115500;67163;88386;74.87;1038.57;16;0
764500;0;0;24090.95;135445.96;0;0
264000;49500;63750;13055.78;65814.55;0;0
5500;35860;0;2887.7;25368.68;0;1
335500;28394;33031;11688.5;173082.14;4;0
346500;0;0;4461.39;95482.79;0;0
385001;0;0;3901.14;24264.58;0;0
499400;55003;0;3374.43;34188.6;8;0
627000;134592;99799;11197.17;131125.09;53;0
258500;150868;172207;243.2;2065.35;7;0
574566;55000;58000;14492.97;218398.72;0;0
489500;113300;120425;14373.36;197235.68;0;0
346500;157745;160638;5717.81;49487.6;11;0
280500;54769;0;17420.26;185521.27;14;0
319551;0;0;11791.42;123968.97;0;0
214500;83561;0;389.17;9870.33;54;0
110000;55000;62500;8161.5;36657.78;0;0
271700;55284;0;7431.67;80756;2;0
198000;39600;0;17515.8;119742.2;11;0
214500;49500;0;17056.83;329848.99;0;0
355298;66742;75602;5437.26;87405.15;31;0
357892;85451;68200;2779.85;11606.24;20;0
275000;0;0;7190.65;106797.58;0;0
215600;33000;0;11371.32;105193.18;4;0
335500;39090;0;20804.6;312549.45;7;0
280500;65184;0;34695.28;15107.87;12;0
495000;33000;0;4240.96;48115.92;5;0
467500;0;0;104501.36;375292.58;0;1
346500;0;0;11578.99;226566.55;0;0
275000;0;0;13233.4;117843.05;0;0
412133;44000;0;1254.2;14060.08;1;0
137500;51150;60503;7073.03;98488.93;9;0
214500;66000;66000;0;0;0;1
115500;0;0;1114.32;9413.53;0;0
71500;49500;55000;6490.74;65698.66;0;0
60500;40220;43224;0.15;10.44;4;0
280500;55000;58000;15798.65;103150.03;0;0
324498;61046;52486;3774.22;35381.3;21;0
115500;11000;0;16339.05;42809.67;0;0
71500;38500;38500;5567.88;53884.55;0;0
5500;114714;0;9.62;36.46;19;1
60500;101564;0;4135.96;42135.03;81;0
5500;183265;286018;28.08;138.18;246;1
0;37010;37305;19.34;57.15;4;0
5500;42356;0;10.25;39.28;10;1
5500;71645;91366;11.49;45.98;5;1
115500;62877;0;206.54;2063.52;35;0
456500;55000;58000;9025.67;95201.85;0;0
412500;40044;0;12887.41;86764.47;10;0
264000;49500;63750;7601.77;89226.66;0;1
376933;111928;237395;45718.65;314907.54;71;0
396000;51826;56734;19328.5;203998.37;14;1
214500;66000;0;18531.16;38407.01;0;0
1094500;60500;60500;0.02;9.15;3;1
272800;87963;0;9254.38;140168.48;25;0
366298;0;0;27741.64;327033.89;0;0
481800;66000;90900;22203.83;397907.66;0;0
462000;79123;85093;23257.01;252030.99;38;0
374000;33000;36000;16907.17;296458.02;0;0
368500;265309;174555;73346.51;1136652.25;83;1
264000;50853;0;34182.14;421805.89;26;1
368500;31221;48544;14058.54;219361.65;9;0
302500;27838;27500;3281.29;54671.69;1;0
264000;49500;0;39150.93;382945.47;0;0
555500;49500;52500;39969.93;230704.36;0;1
335500;27500;27500;18201.1;224144;0;1
627000;5544;0;15231.37;191761.55;12;1
5500;73113;70457;12.58;52.8;31;0
0;490836;0;16.38;51.41;159;0
0;93986;97797;12.35;52;17;0
143000;14383;11677;6550.78;101983.71;3;0
414333;55000;74500;17626.57;126116.61;0;0
71500;79456;0;3922.5;44225.3;24;0
313500;191054;171141;11319.18;78889.82;116;0
616000;66000;0;38827.67;465664.14;0;0
610500;104566;0;26237.93;142503.99;40;0
401500;55000;73750;59173.94;181597.8;0;0
499951;124638;127300;67660.38;711711.38;7;0
584100;0;0;21788.12;308560.73;0;0
335500;27500;44000;15570.55;261166.11;0;0
357500;29150;0;8473.3;152859.89;2;0
269500;66000;0;14139.58;59157.6;0;0
220000;84939;69315;3942.25;49289.96;44;1
110000;51047;52648;2370.38;30040.04;45;0
748000;66338;103000;11000.28;99455.87;2;0
484000;73191;75938;7571.89;109374.64;6;0
803000;0;0;35118.43;468048.46;0;0
330000;77000;93071;15222.81;212662.95;53;0
308000;49707;68060;16936.13;127708.84;22;0
775500;27500;0;34990.43;608983.09;0;1
423500;138521;182964;6409.56;44776.01;143;0
405900;0;0;12080.7;249962.04;0;1
533500;27500;53000;54247.47;621115.24;0;0
264000;49500;52500;13730.29;268834.98;0;1
298468;12834;0;3270.72;84204.55;0;1
203500;0;0;3722.62;35737.25;0;1
245667;0;0;2411.86;34125.33;0;1
287467;0;0;9244.58;159464.02;0;0
556602;0;0;80867.51;998385.85;0;0
385000;0;0;15799.61;263339.53;0;0
275000;46030;47000;20143.36;269543.85;21;0
5500;35860;40860;35.11;71.64;0;0
0;61002;75884;5085.27;25302.44;6;0
528000;66000;0;22838.27;521038.74;0;0
517000;55000;58000;78038.58;963176.1;0;0
605367;66000;69000;15297.26;159730.5;0;0
760100;66000;0;5849.39;54129.02;0;0
357500;66000;69000;11064.64;67424.51;0;0
104500;43033;47120;76.11;1035.48;12;1
352000;66000;69000;34702.01;530811.99;0;0
456500;90695;0;31958.02;197169.35;25;0
363000;0;60484;15376.84;209091.54;0;0
957000;55000;55000;298757.37;3406028.98;0;0
423500;0;0;8982.67;171239.18;0;0
401500;0;0;24157.93;461282.84;0;0
0;153605;0;14.34;54.62;10;0
280500;0;0;49426.94;743618.63;0;0
308000;46860;65750;13344.45;238753.55;0;1
407000;151800;154800;23298.36;179685.88;0;0
676500;159105;0;42368.93;176852.39;19;0
214500;59403;64970;8938.99;115846.23;11;0
264000;59483;74711;6362.07;95345.19;15;0
385000;28505;86500;19138;341823.9;22;0
385000;0;0;8446.51;99737.71;0;0
368500;100041;84258;19495.57;363204.1;6;0
308000;33000;48500;22261.9;353285.64;0;0
5500;39374;39964;8707.1;56910.92;6;1
110000;5197;742;1512.13;13964.36;4;1
357500;66000;69000;7896.89;82303.08;0;0
355298;66000;0;9696.5;84368.35;0;0
355298;70175;69000;38837.85;153904.41;8;0
608300;66000;69000;11216.53;86092.98;8;0
280500;55000;55000;7083.49;119706.63;9;0
264000;63176;0;10094.61;89434.25;10;0
440733;33000;37650;39842.65;490113.31;10;0
528000;151800;151800;13374.57;160862.76;0;1
181500;227370;233964;0;0.23;2;0
396000;63208;226123;15614.06;226329.8;17;0
385000;234689;0;16458.47;206216.63;119;0
357500;29654;0;10458.1;181061.18;18;1
297000;66275;83363;20423.19;365457.55;4;0
264000;49500;0;7495.82;140945.82;16;0
372900;52910;55910;21724.29;164548.9;0;0
561000;0;0;25290.23;343762.36;0;0
301400;43398;35065;18156.34;214963.31;1;0
319000;146300;146300;13522.06;223920.4;4;0
55000;49500;55500;1243.11;16346.29;12;0
456500;0;0;47788.56;677416.3;0;0
319000;49500;52500;16875.42;260269.27;0;0
379500;27500;27500;27211.81;501366.6;0;1
544500;27500;61000;19741.71;423975.49;0;0
401500;55000;55000;21854.34;150433.21;0;0
348333;31351;0;24574.44;352404.64;0;1
577500;55000;55000;56064.01;248841.24;0;0
407000;66000;0;13208.24;260725.2;0;1
297000;66000;99000;28745.7;240503.41;0;0
335500;27500;0;3642.45;69202.88;0;0
451183;0;0;19700.61;377834.53;0;0
282333;16501;0;4954.32;100286.62;0;0
214500;31570;31570;28833.13;162280.67;0;0
165000;34322;0;6273.25;32020.89;10;0
148500;102300;102300;12.35;170.72;3;0
0;0;0;0;0;0;1
357500;55000;73750;1576.64;22709.5;0;1
368500;27500;27500;36655.83;560967.09;0;0
0;0;0;0;0;0;1
137500;303796;379578;11916.07;128241.14;24;0
627000;111024;0;62014.19;421400.88;21;0
385000;42320;0;15085;90592.3;1;1
412500;28177;27500;15572.38;273314.86;2;0
264000;75906;66000;4346.75;112724.31;1;0
214500;49500;62822;3201.19;28564.26;3;1
165000;54623;63037;310.65;765.32;7;0
335500;27500;27500;11032.32;111918.06;6;0
335500;28892;0;2534.35;43044.85;1;0
55000;31570;38111;1.96;3.02;0;0
55000;0;32876;0.02;5.62;1;1
302500;124996;0;40976.43;231336.37;11;0
341000;11000;0;70615.48;698317.95;0;0
137500;0;0;12411.38;86739.79;0;0
341000;27500;0;6667.65;122160.36;0;0
803000;55000;55000;26455.39;269312.37;0;0
0;32203;42266;0.46;0.69;1;1
511500;0;0;10440.57;239666.16;0;1
489500;55000;0;3256.11;67860.93;0;0
319000;154000;0;6468.86;90847.26;7;0
214500;35050;0;10805.73;79236.3;2;0
473000;130666;132815;16404.81;130701.68;22;0
288200;0;0;19005.46;216254.86;0;0
2122267;66000;72000;48041.49;1155617.29;0;0
528000;37070;40070;17017.45;400453.38;0;0
137500;80594;85816;18101.31;172938.98;16;0
137500;50600;0;2548.37;34311.82;3;0
71498;0;0;52439.53;251754.79;0;0
291500;0;0;17854.67;71482.56;0;1
261800;67392;69000;19250.79;203719.71;3;0
338798;66000;69000;6265.38;90363.36;0;1
401500;32451;0;13258.19;281357.82;3;0
264000;49500;0;7694.62;90203.95;0;1
289667;18151;0;10584.62;85616.57;0;1
264392;221339;0;3478.36;38291;25;0
275000;0;0;14744.29;127301.69;0;1
748000;55000;61480;25053.07;346973.94;0;0
632500;0;0;41081.94;534863.55;0;0
346500;0;0;10073.86;153941.92;0;0
214500;49500;52500;9086;21311.9;0;0
137500;0;0;16397.87;260299.11;0;0
418000;55000;0;12466.65;163191.09;10;0
225500;54726;0;17031.55;130639.63;25;0
132000;36107;35860;7347.47;108215.24;1;0
71500;116980;113638;11066.83;122649.54;24;0
1545500;55000;0;3380.16;16658.55;0;0
214500;36941;35860;12306.39;242387.26;2;0
0;0;0;0;0;0;1
214500;52033;54673;10164.93;125439.43;5;0
165000;49500;49500;4931.25;63185.5;5;0
379500;60500;63500;14288.08;225413.22;0;0
625533;199580;0;12487.26;230296.73;106;0
267300;0;0;23381.85;217014.41;0;0
407000;66000;0;30463.51;504906.4;6;0
275000;0;0;16956.44;163685.66;0;1
308000;46328;60546;11211.31;199932.24;20;1
803000;152350;155476;8652.58;66032.02;9;0
396000;259046;0;10322.71;124952.17;92;0
429000;46233;75348;6540.72;144085.9;20;0
390500;49500;52500;17528.55;343900.15;0;0
374000;33000;51113;20539.64;348628.8;0;1
401500;22000;0;10339.41;207232.64;0;0
489500;22000;0;6894.23;72126.39;0;0
335500;27500;0;3164.64;64386.45;0;0
533500;66000;69000;10830.65;122444.78;0;0
264000;49500;52500;12417.35;100965.65;0;0
264000;49500;52500;85529.38;977122.96;0;0
330000;49500;52500;18980.1;193000.36;0;0
346500;0;0;6139.49;53915.58;0;0
376567;27500;27500;13402.42;215027.04;0;0
368500;0;0;23667.17;278408.43;0;0
495000;27500;0;14693.81;337810.75;0;0
399667;42901;0;16474.35;226735.45;0;1
165000;0;0;1006.43;13599.39;0;1
258500;0;0;9088.16;109323.59;0;0
390500;49500;52500;99200.66;83247.79;0;0
242000;72737;94865;6359.49;178263.29;13;0
214500;107800;107800;15340.64;77835.75;23;0
418000;225887;0;16739.01;255948.12;14;0
407000;55000;0;23364.1;185702.98;0;0
264000;49838;60775;21144.72;169935;1;0
203892;55413;51859;4376.87;60046.43;9;0
467500;55000;55000;22149.51;250155.15;0;0
214500;49500;0;15133.31;116368;14;0
429000;27500;69000;241.79;2071.43;0;0
363000;44000;0;51129.71;823086.5;0;0
275000;0;0;38007.51;450175.48;0;0
484000;55000;79500;11575.04;162258.76;0;0
500500;71500;0;2687.87;39215.82;6;0
412500;27500;0;10138.7;126591.04;0;0
286185;11917;0;5420.42;101012.01;0;0
379500;66000;69000;18027.37;450641.29;11;0
346500;0;0;40585.22;502917.5;0;0
392883;66000;69000;7231.77;68139.08;0;1
165000;51221;53533;3575.72;30191.72;17;0
313500;66000;66000;3686.2;93687.32;0;0
55000;40274;0;8.39;13.15;12;0
401500;83629;0;1638.01;9838.37;56;0
0;36515;35860;0.87;1.43;2;1
209000;55000;55000;16601.02;133768.89;0;0
489500;152900;0;6665.04;34682.54;26;0
280500;152084;156494;4921.28;73394.28;1;1
495000;55000;0;22391.89;225640.28;6;0
385000;75183;65445;8727.09;190414.01;16;0
533500;65957;74618;20091.97;270804.08;19;0
423500;27500;48000;19192.42;237004.79;0;1
357500;44936;107570;12560.08;176107.46;22;0
280500;60500;76000;10956.66;227443.22;0;0
638000;113678;147450;11000.11;237302.16;3;1
484000;66000;69854;9484.61;133130.36;2;0
517000;98208;0;21671.4;115855.16;32;0
319000;55000;58000;28674.1;130647.75;0;0
115500;55000;60000;15002.35;159942.21;0;0
71498;13750;13750;3167.13;38741.16;0;0
275000;0;0;23178.76;333036.22;0;0
357500;22000;25676;9940.36;105832.8;1;0
330000;77000;77000;26534.22;95574.49;0;0
368500;0;0;23635.52;441824.91;0;1
264000;49500;0;2804.38;46156.17;13;0
335500;32588;0;4042.83;88188.7;9;0
467500;38500;0;30971.38;261731.27;0;0
275000;151800;151800;7038.3;87916.42;0;0
137500;58547;56390;2599.28;20704.63;12;0
214500;59400;54700;12173.62;217266.94;15;0
368500;0;0;12185.95;193995.01;0;1
237050;8250;0;3067.84;77494.16;0;0
335500;66000;0;21651.24;324314.98;0;1
341000;33000;50000;11957.74;209951.2;0;0
341000;22000;22000;8172.58;84459.59;4;0
357500;0;0;11510.85;120228.04;0;1
214500;49500;0;5145.05;65447.5;0;0
324892;41676;0;10539.42;119593.2;1;0
165000;36671;0;5887.37;86026.62;3;0
214500;71500;71500;4191.04;32583.87;9;0
390500;0;0;20217.89;269600.58;0;0
165000;71500;71500;7339.12;49871.77;8;0
324498;51679;79068;10994;84695.41;7;0
275000;223300;226300;11811.16;119418.82;0;0
518284;110143;0;1330.15;13110.88;38;0
434500;27500;30500;13652.81;173575.19;0;0
346500;0;0;7671.5;131592.5;0;0
0;0;0;0;0;0;0
522500;27500;0;11969.02;111629.41;38;0
412500;28601;55555;7555.5;155420.58;3;0
496100;27500;0;11610.3;271439.11;14;0
192500;2172;7948;4131.99;36557.06;2;0
261618;10084;0;9518.2;120265.72;0;0
330550;0;0;2387.97;31599.28;0;1
203500;128873;75179;1973.86;13458.71;19;0
214500;66759;73565;6105.09;38627.12;1;0
346500;0;0;12448.75;186152.78;0;0
440000;28325;0;126566.53;1255112.68;11;0
382250;0;0;7034;120235.76;0;0
368500;27500;30500;15858.41;240265.86;0;1
264000;53991;56901;12801.29;229745.15;12;0
275000;0;0;13405.19;196785.01;0;0
275000;0;0;19186.99;295717.46;0;0
308000;33000;48500;13008.35;205195.42;0;0
286000;0;0;16227.13;240405.9;0;0
643500;27500;58000;12919.3;162831.59;0;0
605000;0;0;79059.28;1955734.92;0;0
55000;37499;73548;0.02;3.99;4;1
214500;35860;45860;8097.39;91480.21;0;1
110000;35860;40860;11398.57;79555.63;0;1
291500;177552;171950;17229.13;183721.59;22;0
137500;71816;76500;4333.64;62001.17;7;0
379500;251816;340902;7431.77;79355.56;95;0
368500;49500;52500;2471.18;53185.79;0;1
137500;0;0;13631.68;180347.18;0;0
